debt_income_ratio,no_of_dependents,education,self_employed,loan_term,cibil_score,residential_assets_value,commercial_assets_value
0.522580645,0.8,1,0,0.777777778,0.538333333,0.772413899,0.81494667
0.204444444,0.8,0,1,0.555555556,0.773333333,0.369375825,0.947459682
0.780645161,0.4,1,1,0.111111111,0.163333333,0.543010441,0.536751386
0.777777778,0.6,1,0,0.444444444,0.115,0.447131768,0.172742589
0.889361702,0.8,0,1,0.444444444,0.361666667,0.75359662,0.919867071
0.851428571,0.2,0,0,0.111111111,0.083333333,0.620518417,0.705075668
0.647058824,0.4,1,0,0.777777778,0.231666667,0.858889753,0.623397959
0.363636364,0.2,0,1,0.111111111,0.1,0.660998395,0.734902399
0.866666667,1,0,1,1,0.521666667,0.369375825,0.274211767
0.8,0.4,0,1,0,0.3,0.296316815,0.330444684
0.542857143,0,1,1,0.666666667,0.681666667,0.6236357,0.452713652
0.706666667,1,1,1,0.222222222,0.53,0.555890333,0.372162625
0.611764706,0.4,1,1,0.111111111,0.741666667,0.61091985,0.590771343
0.963636364,0,0,0,0.888888889,0.88,0.381938338,0.345485177
0.822222222,0.6,0,1,1,0.226666667,0.454483541,0.530719961
0.888888889,0.2,1,1,0,0.746666667,0.693725555,0.7964187
0.79,0.2,0,0,0.222222222,0.611666667,0.644428674,0.866010063
0.552,0.6,0,1,0.666666667,0.63,0.714326817,0.854399948
0.675,0.4,1,1,0.555555556,0.338333333,0.551684393,0.590771343
0.268965517,1,0,1,0.222222222,0.698333333,0.693725555,0.435284047
0.907692308,0.4,1,0,0.777777778,0.1,0.519555413,0.217642024
0.834482759,0.8,0,0,0.222222222,0.621666667,0.617360909,0.444169838
0.246153846,0.6,0,1,0.555555556,0.883333333,0.716527625,0.640603758
0.44,0.8,1,0,0.333333333,0.285,0.35532721,0.249137924
0.866666667,1,0,1,0.111111111,0.19,0.393354646,0.416334214
0.655172414,0.6,0,1,0.777777778,0.891666667,0.413603847,0.680000713
0.791304348,0.6,1,1,0.333333333,0,0.586888626,0.580756335
0.712,0.4,1,0,0.444444444,0.215,0.454483541,0.595653972
0.266666667,0,0,0,0,0.52,0.714326817,0.559618929
0.876190476,0,1,0,0.111111111,0.805,0.884903341,0.88175914
0.804878049,0,0,1,0.111111111,0.531666667,0.718712008,0.384176078
0.272727273,1,1,1,1,0.473333333,0.709874669,0.62778823
0.985185185,1,1,1,0.222222222,0.871666667,0.874171843,0.452713652
0.325925926,0.4,1,0,0.111111111,0.536666667,0.818372085,0.530719961
0.330232558,0,0,1,0.444444444,0.673333333,0.961493221,0.80180007
0.582022472,0.8,1,1,0.444444444,0.115,0.944814494,0.711921491
0.768421053,0.4,0,0,0.888888889,0.618333333,0.369375825,0.505102393
1,0.8,1,0,0.222222222,0.135,0.73148977,0.580756335
0.350649351,0.4,0,0,1,0.34,0.821539198,0.295385671
0.915789474,0.4,1,1,0,0.001666667,0.504000979,0.416334214
0.357142857,0,1,0,0,0.266666667,0.555890333,0.595653972
0.333333333,1,0,1,0.555555556,0.585,0.514510203,0.476583704
0.269565217,0.4,0,0,0.777777778,0.48,0.487027809,0.565052462
0.432653061,0.4,0,0,0.555555556,0.021666667,0.900449665,0.644763639
0.961904762,0.8,1,1,1,0.22,0.644428674,0.359319064
0.957142857,0.6,1,0,0,0.683333333,0.369375825,0.498275848
0.66746988,0.2,0,1,1,0.383333333,0.932134439,0.827682269
0.781818182,0.2,0,1,0.333333333,0.798333333,0.369375825,0.452713652
0.991666667,0,0,0,0.333333333,0.201666667,0.461515415,0.899095438
0.41,0.2,1,1,0.777777778,0.251666667,0.671493789,0.585806643
0.307692308,0.6,0,1,0.222222222,0.96,0.836955446,0.921893216
0.672727273,0.4,1,0,0.222222222,0.795,0.647264701,0.274211767
0.672340426,0,1,1,0.555555556,0.003333333,0.783193991,0.426019858
0.408695652,0.6,0,1,0.333333333,0.133333333,0.797035256,0.927918833
0.62173913,1,0,1,0.444444444,0.246666667,0.926235725,0.554077783
0.772972973,0,0,0,0.666666667,0.828333333,0.439421024,0.384176078
0.322580645,0.2,1,0,1,0.865,0.684065145,0.844879379
0.843478261,0.8,1,0,0.777777778,0.841666667,0.607633434,0.744325251
0.926153846,1,1,0,0.333333333,0.798333333,0.671493789,0.790963606
0.553846154,0,1,1,0,0.921666667,0.586888626,0.585806643
0.954639175,0.4,0,0,0.222222222,0.501666667,0.320223405,0.542650226
0.4,0.2,1,1,1,0.688333333,0.131118215,0.217642024
0.273239437,1,1,1,0.111111111,0.29,0.686511845,0.774129457
0.92,0.6,1,0,0.111111111,0.83,0.681596599,0.648870525
0.496774194,0,0,1,0.333333333,0.523333333,0.468260069,0.618944964
0.514606742,1,0,1,0.888888889,0.903333333,0.845891043,0.636389138
0.6,0.8,0,1,1,0.568333333,0.586888626,0.372162625
0.67027027,0.6,0,0,0,0.266666667,0.905494605,0.856747213
0.55,0,0,1,0.444444444,0.721666667,0.836955446,0.852039716
0.897142857,1,1,1,0.555555556,0.993333333,0.797035256,0.698094262
0.371428571,0.6,1,0,0.888888889,0.515,0.679105713,0
0.277922078,0,0,1,0.666666667,0.288333333,0.92385155,0.590771343
0.933333333,0.2,0,1,0.333333333,0.755,0.480994278,0.345485177
0.982022472,0.6,0,0,0.444444444,0.99,0.858889753,0.660889369
0.2,0,1,0,0.111111111,0.49,0.35532721,0
0.692307692,0,0,0,0.888888889,0.935,0.131118215,0.565052462
0.773195876,0.8,1,1,0.555555556,0.806666667,0.821539198,0.933867193
0.511111111,0.4,1,1,0.777777778,0.263333333,0,0.172742589
0.245977011,1,1,1,0.555555556,0.156666667,0.882249146,0.548423534
0.712820513,0.6,1,1,0.222222222,0.371666667,0.805401922,0.715295577
0.343478261,0.8,0,0,0.222222222,0.588333333,0.930961646,0.618944964
0.612244898,0.8,1,1,0.111111111,0.121666667,0.761258661,0.656931852
0.6,0.4,0,1,0.666666667,0.876666667,0.547392602,0.444169838
0.968,0.6,0,1,0.777777778,0.206666667,0.604301051,0.548423534
0.67761194,0.4,1,0,0.333333333,0.116666667,0.547392602,0.847279618
0.724675325,0.2,0,1,0.555555556,0.415,0.872808439,0.817525633
0.347368421,0.4,0,0,0.222222222,0.841666667,0.498516612,0.542650226
0.529166667,1,0,0,0.333333333,0.49,0.962581525,0.618944964
0.492957746,0.8,0,1,0.777777778,0.105,0.870066491,0.51174924
0.727777778,0.4,1,1,0.111111111,0.431666667,0.586888626,0.856747213
0.36969697,0.6,1,1,0.444444444,0.35,0.431303993,0.62778823
0.764102564,0.8,1,1,1,0.255,0.735630394,0.295385671
0.648,0,1,0,0.333333333,0.228333333,0.638660653,0
0.92,0.4,1,1,0.777777778,0.215,0.6236357,0.542650226
0.792592593,0.2,0,0,0.888888889,0.673333333,0.6236357,0.491256944
0.216666667,0,0,1,0.555555556,0.333333333,0.916611572,0.330444684
0.466666667,0.6,0,0,0.777777778,0.668333333,0.381938338,0
0.745454545,0.4,1,1,1,0.871666667,0.600921058,0.426019858
0.889361702,0.6,0,1,0.333333333,0.475,0.431303993,0.542650226
0.6,0.8,0,1,0.222222222,0.268333333,0.439421024,0.295385671
0.225,0.8,1,1,0.666666667,0.798333333,0.620518417,0.782637055
0.866666667,0.8,1,0,0.222222222,0.681666667,0.529270342,0.491256944
0.481481481,1,1,0,0.888888889,0.13,0.620518417,0.559618929
0.53814433,1,0,1,0.444444444,0.813333333,0.72729123,0.542650226
0.632,0.4,0,0,0.111111111,0.873333333,0.779640374,0.825166502
0.352380952,0.8,1,0,0.888888889,0.75,0.393354646,0.694550576
0.84,1,0,1,1,0.525,0.35532721,0.330444684
0.385714286,0.4,0,0,0.222222222,0.355,0.35532721,0.945541742
0.942857143,0.2,0,1,0.555555556,0.873333333,0.705352949,0.585806643
0.226666667,0.6,1,1,0.777777778,0.363333333,0.876883742,0.968063055
0.354166667,0,0,1,0.333333333,0.358333333,0.590477517,0.911671829
0.441860465,0.6,1,0,0.222222222,0.426666667,0.759360636,0.60518605
0.663636364,0.4,0,1,0.222222222,0.85,0.798725408,0.600457841
0.857142857,0,1,1,0.222222222,0.983333333,0.583242306,0.460946608
0.68,0,1,1,0.444444444,0.923333333,0.519555413,0.345485177
0.425352113,0.8,1,1,0.111111111,0.816666667,0.514510203,0.484031527
0.823529412,0.8,0,0,0.888888889,0.081666667,0.882249146,0
0.750943396,0.6,1,1,0,0.466666667,0.74374562,0.690970354
0.2,0.8,0,0,0.666666667,0.063333333,0.35532721,0.295385671
0.268181818,0.8,0,0,0.222222222,0.476666667,0.865915009,0.768352156
0.451685393,0.8,1,1,0.888888889,0.801666667,0.850276263,0.542650226
0.282758621,0.8,0,0,0,0.593333333,0.35532721,0.636389138
0.433846154,0.6,1,0,0.444444444,0.146666667,0.729397866,0.345485177
0.837037037,0.2,0,0,0.333333333,0.833333333,0.393354646,0.680000713
0.22173913,1,0,0,0.444444444,0.368333333,0.703065137,0.907518369
0.901030928,0.8,1,0,0.111111111,0.786666667,0.808691163,0.835139268
0.714285714,0.2,0,0,0.444444444,0.976666667,0.811948776,0.575616628
0.28,0.6,1,1,1,0.08,0.709874669,0.779821789
0.889361702,0.6,0,0,0.777777778,0.413333333,0.874171843,0.60984151
0.84,0.2,1,0,0,0.62,0.614161851,0.812351281
0.346666667,0.6,1,1,0.222222222,0.191666667,0.487027809,0.664800048
0.768421053,0.4,1,1,0.777777778,0.978333333,0.487027809,0.395481803
0.652941176,0.4,0,0,1,0.596666667,0.691341597,0.711921491
0.244444444,0.4,0,1,0.333333333,0.916666667,0.560014593,0.636389138
0.645714286,0.2,0,0,0.111111111,0.373333333,0.714326817,0.683696442
0.428571429,1,1,1,0.666666667,0.451666667,0.296316815,0.274211767
0.635555556,0,1,1,0.333333333,0.686666667,0.403855094,0.701602333
0.485714286,0.4,1,1,0.222222222,0.371666667,0.6236357,0.782637055
0.752808989,0.8,0,0,0,0.745,0.905494605,0.87282932
0.879365079,0.6,1,1,0.111111111,0.078333333,0.875530263,0.856747213
0.475268817,0,1,1,0.666666667,0.103333333,0.826236084,0.939740726
0.72972973,0.8,1,0,0.222222222,0.106666667,0.641560958,0.600457841
0.583333333,0.6,0,1,0.555555556,0.115,0.547392602,0.217642024
0.541573034,0.6,1,0,0.333333333,0.48,0.890156369,0.854399948
0.542857143,0.6,0,1,0.888888889,0.406666667,0.393354646,0.406175641
0.557142857,0,1,0,0.111111111,0.808333333,0.77604738,0.804463878
0.274418605,0.4,1,0,0,0.308333333,0.759360636,0.747413773
0.7,0.2,0,0,0.555555556,0.226666667,0.564061024,0.295385671
0.272340426,0.6,1,1,0.222222222,0.575,0.863121077,0.87507889
0.6,0.8,0,1,1,0.066666667,0.262236431,0.217642024
0.305660377,0.2,0,1,0.444444444,0.92,0.339255409,0.812351281
0.551724138,0.2,1,1,0.555555556,0.701666667,0.422722516,0.793700526
0.242666667,1,1,0,0.888888889,0.263333333,0.691341597,0.694550576
0.979661017,0,0,0,0.777777778,0.468333333,0.498516612,0.747413773
0.232876712,0.4,0,1,1,0.793333333,0.823111916,0.790963606
0.876923077,0.6,1,1,0.666666667,0.846666667,0.543010441,0.468895526
0.827027027,0.8,1,0,0.111111111,0.836666667,0.735630394,0.498275848
0.238095238,1,1,1,0.777777778,0.035,0.663661154,0.590771343
0.5,0.2,0,0,0.111111111,0.973333333,0.735630394,0.694550576
0.295774648,0,1,0,0.666666667,0.743333333,0.729397866,0.585806643
0.866666667,0.2,0,0,0.555555556,0.238333333,0.369375825,0.274211767
0.416393443,0.4,1,1,0.333333333,0.763333333,0.716527625,0.590771343
0.747368421,0,0,1,1,0.673333333,0.403855094,0.559618929
0.212903226,0.2,0,1,1,0.945,0.480994278,0.680000713
0.901754386,0,0,0,0.333333333,0.066666667,0.547392602,0.460946608
0.314285714,0,1,0,0.666666667,0.14,0.543010441,0.345485177
0.209638554,0.2,1,1,0,0.11,0.922654066,0.698094262
0.533333333,0.8,1,1,0.555555556,0.511666667,0.832401531,0.548423534
0.257142857,0.4,0,0,0.888888889,0.86,0.652845096,0.600457841
0.244444444,0.8,0,0,1,0.195,0.413603847,0.345485177
0.257142857,0.8,1,0,0.111111111,0.698333333,0.632758461,0.530719961
0.296,0,1,1,0.777777778,0.32,0.916611572,0.62778823
0.995505618,1,1,0,0.777777778,0.3,0.860305654,0.835139268
0.682758621,0.4,0,0,0.888888889,0.386666667,0.757451073,0.359319064
0.473913043,0,0,0,0.666666667,0.23,0.607633434,0.937791051
0.066666667,0,1,0,0,0.975,0.296316815,0.274211767
0.272727273,0.4,1,0,0.222222222,0.701666667,0.47474515,0.172742589
0.922077922,0,0,0,0.666666667,0.835,0.6500699,0.847279618
0.434782609,0.8,1,1,0.222222222,0.85,0.763145321,0.750476978
0.352631579,0,1,1,0.777777778,0.231666667,0.791912614,0.672486278
0.965714286,0.6,0,0,0.111111111,0.231666667,0.620518417,0.52454824
0.749152542,0.8,1,0,0.666666667,0.281666667,0.815175509,0.705075668
0.388235294,0.4,0,0,0.666666667,0.881666667,0.296316815,0.435284047
0.92,0.8,0,0,0,0.518333333,0.468260069,0.452713652
0.855,1,0,1,0.111111111,0.596666667,0.751651362,0.762486643
0.8,0.6,1,0,0.777777778,0.986666667,0.381938338,0.274211767
0.2625,0.6,1,0,1,0.725,0.454483541,0.575616628
0.791836735,0.8,1,1,0.666666667,0.733333333,0.658308602,0.955054873
0.521212121,0,0,1,0.777777778,0.836666667,0.821539198,0.384176078
0.405263158,0.6,0,0,0.666666667,0.77,0.824677518,0.91783196
0.830769231,1,0,1,0.777777778,0.661666667,0.617360909,0.395481803
0.925581395,0.2,0,0,1,0.161666667,0.663661154,0.683696442
0.44516129,0.2,1,1,0.111111111,0.98,0,0.852039716
0.577777778,0.4,1,0,0.222222222,0.876666667,0.597491718,0.330444684
0.745454545,1,0,1,0.222222222,0.106666667,0.6236357,0.987824877
0.37826087,0,1,0,0.444444444,0.028333333,0.815175509,0.964382171
0.326984127,1,1,0,0.555555556,0.586666667,0.745741163,0.565052462
0.805882353,0.6,1,1,0.555555556,0.441666667,0.882249146,0.52454824
0.831578947,0,1,0,0.111111111,0.803333333,0.262236431,0.559618929
0.765079365,0,1,1,0.333333333,0.548333333,0.369375825,0.559618929
0.928205128,1,0,0,0.555555556,0.895,0.422722516,0.295385671
0.665217391,0.8,0,1,0.444444444,0.718333333,0.819959282,0.753515379
0.454545455,1,0,0,0.555555556,0.843333333,0.914168342,0.88175914
0.606896552,1,0,0,0.444444444,0.698333333,0.638660653,0.460946608
0.287179487,0.8,1,0,0.111111111,0.156666667,0.564061024,0.877316954
1,0.2,1,1,0.666666667,0.688333333,0.439421024,0.372162625
0.6,1,1,0,0.222222222,0.32,0.393354646,0.249137924
0.514285714,0,1,1,0.444444444,0.175,0.691341597,0.505102393
0.666666667,0,1,0,0.888888889,0.01,0.35532721,0.330444684
0.264,1,0,0,0.444444444,0.075,0.783193991,0.636389138
0.647058824,0,1,0,0.666666667,0,0.131118215,0.765430636
0.922077922,0.6,0,1,0.444444444,0.098333333,0.666297548,0.680000713
0.43030303,0.6,1,1,0.555555556,0.476666667,0.684065145,0.640603758
0.657142857,1,0,0,0.666666667,0.246666667,0.663661154,0.565052462
0.804761905,0.6,0,1,1,0.601666667,0.821539198,0.559618929
0.555102041,0.6,1,0,0,0.691666667,0.891458323,0.790963606
0.395348837,0.8,0,1,0.666666667,0.293333333,0.6500699,0.518227766
0.767088608,0.6,1,0,0.222222222,0.501666667,0.867304042,0.738070121
0.883544304,0.2,0,0,0,0.785,0.865915009,0.870568094
0.563076923,1,0,1,0.555555556,0.211666667,0.617360909,0.460946608
0.796721311,0.6,0,1,0,0.145,0.674054849,0.542650226
0.333333333,0.8,0,1,0.111111111,0.603333333,0.597491718,0.600457841
0.97037037,0.6,0,1,0.333333333,0.9,0.35532721,0.536751386
0.43,0,0,1,0.111111111,0.865,0.761258661,0.395481803
0.28,0,1,1,0.888888889,0.298333333,0.454483541,0.295385671
0.48,0,0,1,0.444444444,0.498333333,0.793628971,0.559618929
0.7,0.4,0,1,0,0.975,0.296316815,0.249137924
0.623529412,0,1,0,1,0.865,0.850276263,0.849666334
0.406896552,0.4,0,0,0,0.793333333,0.703065137,0.536751386
0.763636364,0,0,1,0.444444444,0.328333333,0.504000979,0.476583704
0.372413793,0.6,0,1,0.555555556,0.73,0.772413899,0.60984151
0.325714286,0.4,1,1,0.111111111,0.481666667,0.571934431,0.701602333
0.415730337,0.2,1,0,0.888888889,0.528333333,0.705352949,0.927918833
0.874626866,0.8,0,1,0.222222222,0.33,0.793628971,0.330444684
0.423376623,0.4,1,1,0.666666667,0.975,0.896622082,0.90959984
0.268965517,0.4,0,1,0,0.423333333,0.575767808,0.460946608
0.466666667,0.6,0,0,0,0.263333333,0.35532721,0
0.4,1,0,0,0.666666667,0.405,0.320223405,0.359319064
0.504,0.4,0,1,0.555555556,0.041666667,0.638660653,0.435284047
0.276190476,1,1,0,0.555555556,0.95,0.547392602,0.498275848
0.742857143,0.8,0,1,0.888888889,0.06,0.827787691,0.788207613
0.36,0.8,1,1,0.111111111,0.545,0.131118215,0.295385671
0.352808989,0.2,1,1,0.333333333,0.693333333,0.626714014,0.779821789
0.7,0.8,1,1,0.111111111,0.243333333,0.568033198,0.618944964
0.266666667,0.8,1,0,0.333333333,0.953333333,0.461515415,0.476583704
0.534693878,1,0,1,0.222222222,0.878333333,0.509328595,0.915787784
0.984,0,0,1,0.222222222,0.538333333,0.644428674,0.452713652
0.921568627,0.8,0,0,0.333333333,0.758333333,0.498516612,0.249137924
0.496774194,0.6,1,0,0.555555556,0.321666667,0.712109272,0.640603758
0.314285714,0.6,1,1,1,0.786666667,0.509328595,0.359319064
0.494736842,0.4,1,0,0.222222222,0.993333333,0.590477517,0.172742589
0.933333333,0.4,0,1,0.555555556,0.058333333,0.339255409,0.359319064
0.356521739,0.4,0,0,0.777777778,0.808333333,0.892755835,0.762486643
0.717647059,0.2,0,1,0,0.97,0.543010441,0.51174924
0.611267606,0.4,0,0,0.777777778,0.516666667,0.638660653,0.854399948
0.427368421,0,0,0,0.666666667,0.781666667,0.818372085,0.498275848
0.686956522,0.6,0,0,0,0.636666667,0.658308602,0.498275848
0.45,0.8,1,0,0.888888889,0.836666667,0.339255409,0
0.443137255,0.6,1,0,0.111111111,0.481666667,0.763145321,0.518227766
0.936585366,0,0,1,0.333333333,0.171666667,0.768738772,0.768352156
0.644444444,0.6,0,0,1,0.933333333,0.480994278,0.444169838
0.52,0.8,1,1,0.333333333,0.68,0.865915009,0.51174924
0.792,0.4,1,0,0.111111111,0.64,0.131118215,0.313894115
0.866666667,0.4,1,1,0.111111111,0.771666667,0.718712008,0.57038346
1,0,0,1,0.444444444,0.533333333,0.509328595,0.406175641
0.5,0.6,1,1,0.222222222,0.786666667,0.381938338,0.359319064
0.726666667,0.4,0,1,0.333333333,0.31,0.779640374,0.747413773
0.511864407,1,0,0,0.555555556,0.985,0.74374562,0.812351281
0.551648352,0.2,1,0,0.333333333,0.711666667,0.907992611,0.715295577
0.509859155,0.4,0,1,1,0.983333333,0.810323876,0.585806643
1,0.6,1,0,0.888888889,0.753333333,0.296316815,0.217642024
0.525,1,0,1,1,0.806666667,0.686511845,0.721949871
0.691304348,0.2,1,0,0.444444444,0.511666667,0.868687853,0.847279618
0.2,0.4,0,0,0.222222222,0.051666667,0.652845096,0.468895526
0.706382979,0,1,1,0.444444444,0.295,0.863121077,0.359319064
0.55,0,1,1,0.111111111,0.468333333,0.617360909,0.614426957
0.372972973,0.8,1,0,0.888888889,0.613333333,0.691341597,0.435284047
0.447619048,1,1,0,1,0.675,0.626714014,0.416334214
0.85,0.8,1,0,0.222222222,0.558333333,0.551684393,0.618944964
0.306666667,0.2,0,1,0.444444444,0.401666667,0.638660653,0.664800048
0.12,0.6,1,1,0.555555556,0.396666667,0.131118215,0.330444684
0.675,0.8,1,0,0.111111111,0.703333333,0.860305654,0.894824137
0.265934066,0.6,0,0,1,0.228333333,0.652845096,0.890511664
0.271111111,0.8,0,0,0.777777778,0.991666667,0.735630394,0.750476978
0.431578947,0.2,0,0,1,0.578333333,0.583242306,0.476583704
0.648780488,0.4,1,0,0.777777778,0.073333333,0.745741163,0.711921491
0.375438596,0.8,0,1,0.555555556,0.791666667,0.461515415,0.542650226
0.666666667,0.4,0,1,0.111111111,0.848333333,0.431303993,0.460946608
0.455319149,0.4,1,1,0.666666667,0.355,0.948204935,0.978941078
0.68,0.4,0,0,0.222222222,0.581666667,0.781422038,0.799118445
0.238888889,0.2,1,0,0.333333333,0.131666667,0.519555413,0.753515379
0.356521739,0.8,1,1,0,0.318333333,0.718712008,0.590771343
0.925925926,0.2,0,1,0.555555556,0.273333333,0.805401922,0.7964187
0.930666667,0.8,1,0,1,0.366666667,0.600921058,0.565052462
0.8,0,0,0,0.222222222,0.61,0.131118215,0.395481803
0.6125,0.4,0,1,0.222222222,0.728333333,0.679105713,0.565052462
0.590243902,0,0,1,0.333333333,0.195,0.524472862,0.484031527
0.32,0.6,0,1,0.777777778,0.131666667,0.487027809,0.644763639
0.3,0.8,0,0,0.888888889,0.065,0.381938338,0.217642024
0.896470588,0.4,1,1,0.222222222,0.69,0.85746832,0.359319064
0.74375,0.2,0,0,0.222222222,0.315,0.461515415,0.618944964
0.2,0.4,1,0,0.444444444,0.11,0.431303993,0.274211767
0.862686567,1,0,0,0.555555556,0.863333333,0.431303993,0.660889369
0.811764706,0.6,0,1,0.222222222,0.35,0.802080274,0.698094262
0.333333333,0.6,0,1,0.777777778,0.348333333,0.369375825,0.249137924
0.356521739,0.2,0,1,0.222222222,0.935,0.461515415,0.395481803
0.383333333,0.8,0,0,0.222222222,0.063333333,0.737679604,0.782637055
0.985185185,0,1,1,0.333333333,0.701666667,0.700758875,0.690970354
0.869090909,0.8,0,0,0.666666667,0.518333333,0.807050544,0.664800048
0.854545455,0.8,1,0,0.666666667,0.978333333,0.509328595,0.426019858
0.275862069,0,1,1,0.555555556,0.38,0.705352949,0.721949871
0.320930233,0,1,0,0.111111111,0.66,0.784956367,0.476583704
0.247619048,0,0,1,0.666666667,0.826666667,0.538532997,0.435284047
0.545945946,0,0,0,1,0.306666667,0.638660653,0.406175641
0.733333333,0,1,1,0.555555556,0.596666667,0.533954915,0.491256944
0.74,0,1,1,0.333333333,0.268333333,0.61091985,0.484031527
0.981818182,0.2,1,1,1,0.398333333,0.413603847,0.590771343
0.3,1,0,0,0.222222222,0.596666667,0.698433785,0.640603758
0.904,1,1,1,0,0.233333333,0.700758875,0.668665251
0.818181818,0.8,1,0,1,0.555,0.131118215,0.585806643
0.866666667,0.4,0,0,0.888888889,0.201666667,0.547392602,0.426019858
0.622222222,0.4,1,1,0.222222222,0.246666667,0.533954915,0.249137924
0.927272727,0.6,0,1,1,0.496666667,0.797035256,0.57038346
0.252173913,0,1,1,0.555555556,0.181666667,0.551684393,0.498275848
0.88,0.4,1,0,0.888888889,0.986666667,0.498516612,0.345485177
0.404878049,0.6,0,1,0.444444444,0.235,0.844417281,0.837595574
0.868852459,0.8,0,0,0.888888889,0.085,0.774235772,0.636389138
0.266666667,1,1,0,0.666666667,0.18,0.413603847,0.249137924
0.873684211,0.4,0,1,0.666666667,0.863333333,0.607633434,0.565052462
0.9,0.2,0,1,0.777777778,0.646666667,0.339255409,0.249137924
0.378947368,0.8,0,0,0.888888889,0.798333333,0.720880271,0.660889369
0.568,1,1,1,0.888888889,0.348333333,0.774235772,0.505102393
0.301010101,0,0,0,1,0.521666667,0.992976399,0.771251625
0.947540984,0.4,1,0,0,0.293333333,0.600921058,0.530719961
0.358333333,0.6,1,1,0.555555556,0.391666667,0.564061024,0.744325251
0.371428571,0.4,0,0,0.555555556,0.623333333,0.498516612,0.548423534
0.883076923,0,1,0,1,0.313333333,0.551684393,0.67626437
0.890909091,0.6,0,0,0.555555556,0.556666667,0.393354646,0.762486643
0.6,0,1,0,0.444444444,0.303333333,0.529270342,0.249137924
0.866666667,0.6,1,0,0.222222222,0.671666667,0.381938338,0.590771343
0.936,0.4,0,0,0.111111111,0.56,0.403855094,0.372162625
0.742857143,0.6,1,0,0.444444444,0.365,0.671493789,0.565052462
0.666666667,0,0,0,1,0.153333333,0.571934431,0.498275848
0.771428571,0.4,0,0,0.444444444,0.3,0.498516612,0.771251625
0.765957447,0.6,0,1,0.444444444,0.528333333,0.930961646,0.668665251
0.8,0,1,1,0.111111111,0.78,0.529270342,0.484031527
0.310344828,0.4,1,0,0.444444444,0.043333333,0.709874669,0.484031527
0.371428571,0,1,1,0.555555556,0.081666667,0.583242306,0.468895526
0.301960784,0.2,1,1,0.111111111,0.745,0.614161851,0.771251625
0.309090909,0.2,1,1,0.555555556,0.58,0.655591077,0.444169838
0.6,0,1,1,1,0.356666667,0.583242306,0.476583704
0.249230769,1,0,1,0.444444444,0.56,0.79533648,0.656931852
0.185714286,0.8,1,1,0.333333333,0.958333333,0.668908221,0.590771343
0.258426966,0.6,1,0,0.222222222,0.845,0.504000979,0.947459682
0.568421053,0.8,1,1,0.777777778,0.928333333,0.765020783,0.725231507
0.21,0.4,0,0,0.777777778,0.02,0.560014593,0.476583704
0.889361702,0,1,0,0,0.668333333,0.626714014,0.491256944
0.391666667,0,0,1,0.555555556,0.148333333,0.959308014,0.933867193
0.768421053,0,0,0,0.444444444,0.371666667,0.509328595,0.384176078
0.951724138,0.4,0,1,0.222222222,0.98,0.77604738,0.51174924
0.773333333,0,0,0,0.555555556,0.065,0.555890333,0.820088426
0.533333333,0.6,0,1,0.666666667,0.368333333,0.131118215,0.372162625
0.4,0.8,0,1,0.666666667,0.731666667,0.480994278,0.774129457
0.502040816,0.4,0,0,0.333333333,0.046666667,0.749693831,0.747413773
0.501886792,1,0,0,0.777777778,0.925,0.586888626,0.435284047
0.371428571,0.6,0,0,0.333333333,0.305,0.829332418,0.660889369
0.497674419,0,0,1,0,0.101666667,0.965829462,0.648870525
0.957894737,0.4,0,1,0.333333333,0.978333333,0.920248167,0.980730737
0.858823529,0.6,0,1,0,0.716666667,0.514510203,0.585806643
0.802298851,0.6,1,0,0,0.238333333,0.774235772,0.452713652
0.1875,0,1,0,0.222222222,0.963333333,0.663661154,0.644763639
0.336842105,0.4,0,1,0.777777778,0.148333333,0.296316815,0.660889369
0.945205479,0,0,0,0.777777778,0.31,0.832401531,0.768352156
1,0.2,0,0,0.111111111,0.07,0.393354646,0.172742589
0.226373626,0.6,1,1,1,0.013333333,0.819959282,0.807110159
0.2,0.8,1,0,1,0.411666667,0.815175509,0.822635301
0.247058824,0,0,1,0.333333333,0.853333333,0.83087034,0.614426957
0.509090909,0.8,1,0,0.555555556,0.05,0.629754555,0.530719961
0.264864865,0.4,1,0,1,0.096666667,0.85317029,0.656931852
0.292307692,0.2,0,1,0.333333333,0.861666667,0.403855094,0.505102393
0.319148936,0.8,1,0,1,0.325,0.765020783,0.705075668
0.875,0.2,1,1,0.777777778,0.913333333,0.629754555,0.548423534
0.327272727,0.8,1,1,0.222222222,0.013333333,0.547392602,0.51174924
0.493333333,0.6,1,1,0.666666667,0.518333333,0.369375825,0.468895526
0.430508475,0,1,1,0.777777778,0.165,0.83087034,0.548423534
1,0.2,0,1,0.222222222,0.073333333,0.533954915,0.444169838
0.365517241,1,0,1,0.666666667,0.196666667,0.575767808,0.812351281
0.664516129,0,0,1,0.444444444,0.085,0.948204935,0.705075668
0.472,0.2,0,1,0,0.336666667,0.555890333,0.51174924
0.694736842,0.2,0,0,0.555555556,0.85,0.439421024,0.81494667
0.942857143,0.8,0,0,0,0.901666667,0.381938338,0.51174924
0.723636364,0,1,1,0.111111111,0.053333333,0.698433785,0.590771343
0.92,0,0,0,0,0.928333333,0.422722516,0.295385671
0.716666667,0.4,0,0,1,0.933333333,0.468260069,0.554077783
